index	UMLS_CUI	type	
7704	C0521933	drug
7705	C4082712	drug
7706	C0994900	drug
7707	C1329317	drug
7708	C1962373	drug
7709	C0976789	drug
7710	C0976553	drug
7711	C0976706	drug
7712	C0938592	drug
7713	C0975275	drug
7714	C0981591	drug
7715	C0981709	drug
7716	C1702944	drug
7717	C1995609	drug
7718	C0980260	drug
7719	C2981121	drug
7720	C4237909	drug
7721	C0688668	drug
7722	C1614552	drug
7723	C0705355	drug
7724	C0708686	drug
7725	C0691691	drug
7726	C0026933	drug
7727	C0994338	drug
7728	C0980267	drug
7729	C0975436	drug
7730	C4282051	drug
7731	C0689185	drug
7732	C0979278	drug
7733	C0773672	drug
7734	C4541687	drug
7735	C0044971	drug
7736	C1178593	drug
7737	C0209738	drug
7738	C0069937	drug
7739	C4048778	drug
7740	C1572761	drug
7741	C0781288	drug
7742	C0975790	drug
7743	C0978744	drug
7744	C0126777	drug
7745	C0026782	drug
7746	C3536355	drug
7747	C0025644	drug
7748	C0137997	drug
7749	C0357603	drug
7750	C0974166	drug
7751	C1874258	drug
7752	C0977874	drug
7753	C0776242	drug
7754	C4489866	drug
7755	C0781574	drug
7756	C1367202	drug
7757	C2937598	drug
7758	C0979049	drug
7759	C0980682	drug
7760	C0078257	drug
7761	C0980943	drug
7762	C0979019	drug
7763	C0085174	drug
7764	C0978483	drug
7765	C4291413	drug
7766	C0778389	drug
7767	C0716501	drug
7768	C0592460	drug
7769	C3265882	drug
7770	C0977655	drug
7771	C0007561	drug
7772	C0978595	drug
7773	C1137102	drug
7774	C3249243	drug
7775	C0995115	drug
7776	C2979922	drug
7777	C0975699	drug
7778	C0027519	drug
7779	C0041098	drug
7780	C4529892	drug
7781	C1341367	drug
7782	C0775244	drug
7783	C0692794	drug
7784	C0978186	drug
7785	C0786375	drug
7786	C0981463	drug
7787	C0688828	drug
7788	C1329607	drug
7789	C0977464	drug
7790	C3154517	drug
7791	C1572772	drug
7792	C0879427	drug
7793	C3265863	drug
7794	C1711948	drug
7795	C0691212	drug
7796	C0978201	drug
7797	C1576503	drug
7798	C4048671	drug
7799	C0980476	drug
7800	C0546868	drug
7801	C2937587	drug
7802	C0007538	drug
7803	C0692173	drug
7804	C1135167	drug
7805	C0794856	drug
7806	C0689633	drug
7807	C0981934	drug
7808	C1354371	drug
7809	C3153995	drug
7810	C0979800	drug
7811	C2586911	drug
7812	C0703903	drug
7813	C0980493	drug
7814	C1532641	drug
7815	C0975954	drug
7816	C0977715	drug
7817	C0691554	drug
7818	C0980499	drug
7819	C0976126	drug
7820	C0689867	drug
7821	C0886765	drug
7822	C0774179	drug
7823	C0692630	drug
7824	C1628388	drug
7825	C0688075	drug
7826	C1177165	drug
7827	C0978990	drug
7828	C3666768	drug
7829	C0707591	drug
7830	C0782196	drug
7831	C0037540	drug
7832	C0978526	drug
7833	C2316542	drug
7834	C0981270	drug
7835	C0977238	drug
7836	C0120726	drug
7837	C1174893	drug
7838	C1120952	drug
7839	C1363071	drug
7840	C0777494	drug
7841	C1590555	drug
7842	C0981559	drug
7843	C0029994	drug
7844	C0978862	drug
7845	C0991704	drug
7846	C1329084	drug
7847	C0776011	drug
7848	C0994409	drug
7849	C1967802	drug
7850	C2722300	drug
7851	C0939170	drug
7852	C1829028	drug
7853	C0004599	drug
7854	C0937640	drug
7855	C0981745	drug
7856	C1626919	drug
7857	C0786754	drug
7858	C0981551	drug
7859	C0979052	drug
7860	C0012258	drug
7861	C0977986	drug
7862	C1585598	drug
7863	C0977118	drug
7864	C0542694	drug
7865	C0731970	drug
7866	C0291771	drug
7867	C0689498	drug
7868	C0691784	drug
7869	C0981727	drug
7870	C1699550	drug
7871	C4489850	drug
7872	C0975887	drug
7873	C1331777	drug
7874	C0980276	drug
7875	C3504944	drug
7876	C0977992	drug
7877	C0979330	drug
7878	C0688319	drug
7879	C0030049	drug
7880	C0774156	drug
7881	C0975440	drug
7882	C0772685	drug
7883	C0975516	drug
7884	C4018732	drug
7885	C0982493	drug
7886	C2947541	drug
7887	C0257190	drug
7888	C2682360	drug
7889	C0978650	drug
7890	C0980241	drug
7891	C0688977	drug
7892	C1177201	drug
7893	C0978295	drug
7894	C2974289	drug
7895	C1164729	drug
7896	C0717752	drug
7897	C0700443	drug
7898	C0777957	drug
7899	C1692318	drug
7900	C0974587	drug
7901	C0037530	drug
7902	C0974646	drug
7903	C0688242	drug
7904	C0973828	drug
7905	C0979539	drug
7906	C0991732	drug
7907	C0040377	drug
7908	C0775786	drug
7909	C4082217	drug
7910	C0991832	drug
7911	C0690717	drug
7912	C4033527	drug
7913	C0781287	drug
7914	C0033229	drug
7915	C0981569	drug
7916	C0691567	drug
7917	C0691089	drug
7918	C0040805	drug
7919	C0304358	drug
7920	C0772002	drug
7921	C0975217	drug
7922	C0982170	drug
7923	C0979185	drug
7924	C0015058	drug
7925	C0976908	drug
7926	C1874268	drug
7927	C0980158	drug
7928	C2351042	drug
7929	C0689280	drug
7930	C0032831	drug
7931	C0690749	drug
7932	C2962739	drug
7933	C0980124	drug
7934	C0974848	drug
7935	C0939021	drug
7936	C1177588	drug
7937	C2746074	drug
7938	C1878312	drug
7939	C0979587	drug
7940	C0976447	drug
7941	C1995844	drug
7942	C0982329	drug
7943	C0017245	drug
7944	C1532448	drug
7945	C4048471	drug
7946	C0980843	drug
7947	C1178166	drug
7948	C0722614	drug
7949	C0003830	drug
7950	C0975430	drug
7951	C0006051	drug
7952	C0974835	drug
7953	C0975524	drug
7954	C0000970	drug
7955	C3887859	drug
7956	C1615085	drug
7957	C1877845	drug
7958	C1738934	drug
7959	C1178566	drug
7960	C0976947	drug
7961	C0982604	drug
7962	C0361699	drug
7963	C0038679	drug
7964	C0982283	drug
7965	C0040134	drug
7966	C1744622	drug
7967	C0724549	drug
7968	C1875199	drug
7969	C0690656	drug
7970	C0059566	drug
7971	C0813202	drug
7972	C0780894	drug
7973	C0979445	drug
7974	C0780753	drug
7975	C1329114	drug
7976	C3857361	drug
7977	C2315731	drug
7978	C0978085	drug
7979	C0073992	drug
7980	C0982914	drug
7981	C2747354	drug
7982	C1531961	drug
7983	C0981416	drug
7984	C0731033	drug
7985	C0981443	drug
7986	C3888034	drug
7987	C0982189	drug
7988	C0690616	drug
7989	C3464124	drug
7990	C0688788	drug
7991	C4048954	drug
7992	C0979527	drug
7993	C0032825	drug
7994	C0689404	drug
7995	C1874267	drug
7996	C0309618	drug
7997	C0979074	drug
7998	C0688072	drug
7999	C0249529	drug
8000	C0689068	drug
8001	C0976060	drug
8002	C0701779	drug
8003	C0977292	drug
8004	C4080553	drug
8005	C0006400	drug
8006	C0126789	drug
8007	C1130405	drug
8008	C0001927	drug
8009	C1815886	drug
8010	C0107994	drug
8011	C0282398	drug
8012	C0016360	drug
8013	C0977821	drug
8014	C0688372	drug
8015	C1622986	drug
8016	C0774581	drug
8017	C3185082	drug
8018	C1576502	drug
8019	C0282105	drug
8020	C0690605	drug
8021	C1509993	drug
8022	C3888157	drug
8023	C0795501	drug
8024	C0977985	drug
8025	C0688744	drug
8026	C0994793	drug
8027	C2726473	drug
8028	C0789393	drug
8029	C1289957	drug
8030	C1509250	drug
8031	C3537628	drug
8032	C0981491	drug
8033	C0542905	drug
8034	C0976598	drug
8035	C0780711	drug
8036	C2710145	drug
8037	C4048944	drug
8038	C0937758	drug
8039	C0546851	drug
8040	C2315416	drug
8041	C1572038	drug
8042	C0976169	drug
8043	C0065527	drug
8044	C0978205	drug
8045	C1509817	drug
8046	C0980210	drug
8047	C0010620	drug
8048	C0980087	drug
8049	C0977451	drug
8050	C0117996	drug
8051	C0782787	drug
8052	C3886731	drug
8053	C0973946	drug
8054	C0012291	drug
8055	C0978713	drug
8056	C0066529	drug
8057	C3847881	drug
8058	C3883337	drug
8059	C4473961	drug
8060	C2266946	drug
8061	C0976855	drug
8062	C0012290	drug
8063	C1723401	drug
8064	C0981037	drug
8065	C1621378	drug
8066	C1612968	drug
8067	C0939175	drug
8068	C0977054	drug
8069	C0705536	drug
8070	C0011685	drug
8071	C0976757	drug
8072	C1576507	drug
8073	C1739436	drug
8074	C0775073	drug
8075	C0025678	drug
8076	C4051134	drug
8077	C3668919	drug
8078	C0069765	drug
8079	C2684476	drug
8080	C0978950	drug
8081	C0982879	drug
8082	C0775079	drug
8083	C0976168	drug
8084	C0018062	drug
8085	C1878256	drug
8086	C4224127	drug
8087	C0979404	drug
8088	C0976900	drug
8089	C3245354	drug
8090	C0979459	drug
8091	C3893102	drug
8092	C0770687	drug
8093	C2587164	drug
8094	C0872908	drug
8095	C1696546	drug
8096	C0981682	drug
8097	C0037129	drug
8098	C0673966	drug
8099	C3154003	drug
8100	C0981630	drug
8101	C0773886	drug
8102	C0533545	drug
8103	C0700451	drug
8104	C0978132	drug
8105	C1329122	drug
8106	C3182409	drug
8107	C0872850	drug
8108	C0063131	drug
8109	C0874161	drug
8110	C0978341	drug
8111	C0693152	drug
8112	C0979692	drug
8113	C0025147	drug
8114	C0546876	drug
8115	C3495487	drug
8116	C0981864	drug
8117	C3848687	drug
8118	C0794635	drug
8119	C1591090	drug
8120	C0979601	drug
8121	C0937395	drug
8122	C0975286	drug
8123	C0775246	drug
8124	C0733398	drug
8125	C2684250	drug
8126	C2240977	drug
8127	C2741622	drug
8128	C4542098	drug
8129	C0979403	drug
8130	C1698655	drug
8131	C3162838	drug
8132	C1443700	drug
8133	C0590815	drug
8134	C0978739	drug
8135	C0142278	drug
8136	C0688606	drug
8137	C0724561	drug
8138	C1349489	drug
8139	C3249241	drug
8140	C0358449	drug
8141	C2355956	drug
8142	C0286030	drug
8143	C0039855	drug
8144	C1509705	drug
8145	C0976721	drug
8146	C0700472	drug
8147	C0709760	drug
8148	C1813511	drug
8149	C0350245	drug
8150	C0981411	drug
8151	C0980970	drug
8152	C0663655	drug
8153	C0065295	drug
8154	C0978482	drug
8155	C0977188	drug
8156	C0976369	drug
8157	C0689186	drug
8158	C0687883	drug
8159	C4520033	drug
8160	C0980700	drug
8161	C3700911	drug
8162	C0688673	drug
8163	C0689431	drug
8164	C0724660	drug
8165	C0773689	drug
8166	C1595249	drug
8167	C0980959	drug
8168	C0978142	drug
8169	C0978347	drug
8170	C0974143	drug
8171	C0780941	drug
8172	C0033487	drug
8173	C0049506	drug
8174	C3660996	drug
8175	C1667052	drug
8176	C1572305	drug
8177	C0687764	drug
8178	C0977184	drug
8179	C0980523	drug
8180	C0053881	drug
8181	C0358142	drug
8182	C0282190	drug
8183	C0973758	drug
8184	C4083115	drug
8185	C0976526	drug
8186	C0704716	drug
8187	C0974953	drug
8188	C0162792	drug
8189	C1712056	drug
8190	C0977197	drug
8191	C2683922	drug
8192	C0537439	drug
8193	C3474796	drug
8194	C0981595	drug
8195	C1176477	drug
8196	C1968326	drug
8197	C2935023	drug
8198	C0975074	drug
8199	C0790477	drug
8200	C0705867	drug
8201	C1724805	drug
8202	C0025815	drug
8203	C0352535	drug
8204	C4082873	drug
8205	C0391001	drug
8206	C0778610	drug
8207	C3817397	drug
8208	C1319774	drug
8209	C4522643	drug
8210	C3475340	drug
8211	C0776474	drug
8212	C3247940	drug
8213	C0974347	drug
8214	C0978959	drug
8215	C0991692	drug
8216	C1697624	drug
8217	C2747344	drug
8218	C0980000	drug
8219	C2948976	drug
8220	C1591082	drug
8221	C0689206	drug
8222	C0980494	drug
8223	C0020261	drug
8224	C0689376	drug
8225	C0978492	drug
8226	C3248004	drug
8227	C0978390	drug
8228	C0978664	drug
8229	C3163037	drug
8230	C0774558	drug
8231	C0543236	drug
8232	C0784787	drug
8233	C2240738	drug
8234	C0700540	drug
8235	C4283720	drug
8236	C0710728	drug
8237	C1948472	drug
8238	C0979972	drug
8239	C4083089	drug
8240	C0980652	drug
8241	C0057916	drug
8242	C0287573	drug
8243	C2368828	drug
8244	C1611934	drug
8245	C0051721	drug
8246	C0936951	drug
8247	C0030125	drug
8248	C0976773	drug
8249	C0980489	drug
8250	C0981380	drug
8251	C0068367	drug
8252	C0289432	drug
8253	C1456409	drug
8254	C0689556	drug
8255	C4282050	drug
8256	C3887718	drug
8257	C0780245	drug
8258	C0706215	drug
8259	C0981858	drug
8260	C1329027	drug
8261	C0039615	drug
8262	C0688460	drug
8263	C0694150	drug
8264	C1614531	drug
8265	C2001521	drug
8266	C0979951	drug
8267	C1101838	drug
8268	C3855202	drug
8269	C0982393	drug
8270	C0937950	drug
8271	C4051274	drug
8272	C0980529	drug
8273	C0063079	drug
8274	C1172734	drug
8275	C3665683	drug
8276	C0975595	drug
8277	C1712128	drug
8278	C0600560	drug
8279	C2920202	drug
8280	C0077275	drug
8281	C1967978	drug
8282	C0007541	drug
8283	C0052796	drug
8284	C0978666	drug
8285	C0981747	drug
8286	C0702984	drug
8287	C4048963	drug
8288	C3467876	drug
8289	C0775767	drug
8290	C0781374	drug
8291	C3531681	drug
8292	C3853839	drug
8293	C0976574	drug
8294	C1949322	drug
8295	C0004147	drug
8296	C0991689	drug
8297	C0977817	drug
8298	C1588339	drug
8299	C0980249	drug
8300	C0691158	drug
8301	C0065644	drug
8302	C1813805	drug
8303	C0171023	drug
8304	C0784030	drug
8305	C2609711	drug
8306	C0782786	drug
8307	C2365944	drug
8308	C0693367	drug
8309	C0687858	drug
8310	C0688093	drug
8311	C2949241	drug
8312	C0304315	drug
8313	C0689675	drug
8314	C2314857	drug
8315	C0938066	drug
8316	C0689335	drug
8317	C0978592	drug
8318	C1445874	drug
8319	C0688241	drug
8320	C0216660	drug
8321	C4026742	drug
8322	C2723821	drug
8323	C0980441	drug
8324	C0974654	drug
8325	C3468000	drug
8326	C0982314	drug
8327	C0937761	drug
8328	C3858016	drug
8329	C4489899	drug
8330	C0875680	drug
8331	C1814363	drug
8332	C2729880	drug
8333	C0016610	drug
8334	C2266931	drug
8335	C0976694	drug
8336	C2362309	drug
8337	C0976397	drug
8338	C4048805	drug
8339	C0008287	drug
8340	C1169579	drug
8341	C0770619	drug
8342	C0781137	drug
8343	C1829313	drug
8344	C1376965	drug
8345	C0975946	drug
8346	C0781570	drug
8347	C0688880	drug
8348	C0991784	drug
8349	C0772988	drug
8350	C0689517	drug
8351	C3833244	drug
8352	C1877846	drug
8353	C0703457	drug
8354	C3162843	drug
8355	C0875661	drug
8356	C0978905	drug
8357	C0980360	drug
8358	C0380392	drug
8359	C3484798	drug
8360	C3888182	drug
8361	C0975732	drug
8362	C0974048	drug
8363	C1562755	drug
8364	C0008183	drug
8365	C0687778	drug
8366	C0976824	drug
8367	C0690472	drug
8368	C0976707	drug
8369	C1329214	drug
8370	C2720015	drug
8371	C0978249	drug
8372	C0774932	drug
8373	C2718707	drug
8374	C0979920	drug
8375	C0980543	drug
8376	C2684348	drug
8377	C3163634	drug
8378	C0979887	drug
8379	C3892230	drug
8380	C0350422	drug
8381	C0709769	drug
8382	C4082838	drug
8383	C0086444	drug
8384	C0693147	drug
8385	C0008241	drug
8386	C0025029	drug
8387	C1276938	drug
8388	C3472924	drug
8389	C0977115	drug
8390	C2739912	drug
8391	C2683601	drug
8392	C0691727	drug
8393	C4292672	drug
8394	C0976885	drug
8395	C0792404	drug
8396	C0521943	drug
8397	C0978365	drug
8398	C0976901	drug
8399	C0689861	drug
8400	C4048383	drug
8401	C0033497	drug
8402	C0691958	drug
8403	C2718624	drug
8404	C0975031	drug
8405	C0355372	drug
8406	C0977334	drug
8407	C0077376	drug
8408	C0688655	drug
8409	C2917373	drug
8410	C1099414	drug
8411	C3695384	drug
8412	C2722692	drug
8413	C0795284	drug
8414	C0980036	drug
8415	C2722869	drug
8416	C0689067	drug
8417	C2241108	drug
8418	C0032838	drug
8419	C0872896	drug
8420	C0780890	drug
8421	C0774285	drug
8422	C3892238	drug
8423	C0977820	drug
8424	C3153370	drug
8425	C0979996	drug
8426	C0980545	drug
8427	C2911980	drug
8428	C0979922	drug
8429	C0025153	drug
8430	C0689294	drug
8431	C0068788	drug
8432	C4530586	drug
8433	C3817062	drug
8434	C0690781	drug
8435	C1695956	drug
8436	C3864342	drug
8437	C0593555	drug
8438	C0981284	drug
8439	C0689485	drug
8440	C0977725	drug
8441	C0007537	drug
8442	C1169459	drug
8443	C0031617	drug
8444	C1177218	drug
8445	C1572625	drug
8446	C0691580	drug
8447	C1576768	drug
8448	C1532442	drug
8449	C4519583	drug
8450	C0978164	drug
8451	C0028040	drug
8452	C4270943	drug
8453	C0995109	drug
8454	C0785064	drug
8455	C0981959	drug
8456	C1533369	drug
8457	C2683543	drug
8458	C0770893	drug
8459	C0109040	drug
8460	C4522649	drug
8461	C0991740	drug
8462	C0977581	drug
8463	C4275476	drug
8464	C0795367	drug
8465	C0978501	drug
8466	C0976493	drug
8467	C3530500	drug
8468	C1168733	drug
8469	C0072225	drug
8470	C0690519	drug
8471	C3153380	drug
8472	C0975372	drug
8473	C0166025	drug
8474	C0975375	drug
8475	C0976340	drug
8476	C2701084	drug
8477	C0543473	drug
8478	C0694315	drug
8479	C0355172	drug
8480	C0975387	drug
8481	C4048834	drug
8482	C0304359	drug
8483	C3537142	drug
8484	C3817022	drug
8485	C0694127	drug
8486	C0774200	drug
8487	C0974115	drug
8488	C0006837	drug
8489	C0703965	drug
8490	C3534997	drug
8491	C4018726	drug
8492	C0687940	drug
8493	C0297269	drug
8494	C0979928	drug
8495	C0002680	drug
8496	C1948068	drug
8497	C2346234	drug
8498	C0007248	drug
8499	C2316992	drug
8500	C2725924	drug
8501	C3652278	drug
8502	C1614902	drug
8503	C0039468	drug
8504	C0032613	drug
8505	C0936634	drug
8506	C0771847	drug
8507	C0690193	drug
8508	C1509275	drug
8509	C0794438	drug
8510	C0794689	drug
8511	C0980247	drug
8512	C0980248	drug
8513	C1319720	drug
8514	C0974632	drug
8515	C0977533	drug
8516	C0976577	drug
8517	C1165184	drug
8518	C0777392	drug
8519	C3536843	drug
8520	C1697109	drug
8521	C0282151	drug
8522	C0974326	drug
8523	C0546869	drug
8524	C0974176	drug
8525	C3666420	drug
8526	C0689170	drug
8527	C0978760	drug
8528	C1321182	drug
8529	C0976201	drug
8530	C0068314	drug
8531	C0786453	drug
8532	C0979809	drug
8533	C0981557	drug
8534	C3695406	drug
8535	C0980565	drug
8536	C0978377	drug
8537	C0979387	drug
8538	C4291421	drug
8539	C4294579	drug
8540	C0976421	drug
8541	C1164796	drug
8542	C0688175	drug
8543	C0692839	drug
8544	C2609950	drug
8545	C0979646	drug
8546	C0689770	drug
8547	C3642620	drug
8548	C0020823	drug
8549	C0689999	drug
8550	C0056732	drug
8551	C4282233	drug
8552	C3847980	drug
8553	C0062922	drug
8554	C0774739	drug
8555	C0976072	drug
8556	C0773656	drug
8557	C2920342	drug
8558	C0005578	drug
8559	C0981931	drug
8560	C3864327	drug
8561	C0066814	drug
8562	C0976993	drug
8563	C0068395	drug
8564	C0975730	drug
8565	C0978930	drug
8566	C2266969	drug
8567	C0692387	drug
8568	C3153146	drug
8569	C0977838	drug
8570	C0304632	drug
8571	C1168696	drug
8572	C0979657	drug
8573	C0976632	drug
8574	C0025826	drug
8575	C0976323	drug
8576	C4048401	drug
8577	C0703913	drug
8578	C0773367	drug
8579	C0978361	drug
8580	C3883339	drug
8581	C1657812	drug
8582	C0687780	drug
8583	C2726165	drug
8584	C0975772	drug
8585	C0779901	drug
8586	C0979175	drug
8587	C0010934	drug
8588	C0012289	drug
8589	C3153717	drug
8590	C1576588	drug
8591	C2315887	drug
8592	C4522962	drug
8593	C0693317	drug
8594	C0975604	drug
8595	C4083187	drug
8596	C0282211	drug
8597	C1164983	drug
8598	C0688338	drug
8599	C1700196	drug
8600	C0006491	drug
8601	C0979829	drug
8602	C0977193	drug
8603	C1952599	drug
8604	C0980588	drug
8605	C1619000	drug
8606	C3535701	drug
8607	C0688955	drug
8608	C0543352	drug
8609	C3163041	drug
8610	C1277026	drug
8611	C0050393	drug
8612	C0973887	drug
8613	C0025760	drug
8614	C2927691	drug
8615	C0689277	drug
8616	C0977755	drug
8617	C0977619	drug
8618	C4551843	drug
8619	C0774445	drug
8620	C3265598	drug
8621	C3848699	drug
8622	C0060507	drug
8623	C0778017	drug
8624	C4048852	drug
8625	C0770863	drug
8626	C2937612	drug
8627	C0025643	drug
8628	C0709787	drug
8629	C0070093	drug
8630	C1735418	drug
8631	C0777938	drug
8632	C0991737	drug
8633	C2366001	drug
8634	C1321598	drug
8635	C2731246	drug
8636	C0031364	drug
8637	C1614225	drug
8638	C1319288	drug
8639	C2683596	drug
8640	C0991776	drug
8641	C0975704	drug
8642	C1363496	drug
8643	C0974602	drug
8644	C0980531	drug
8645	C0974293	drug
8646	C0521946	drug
8647	C2756639	drug
8648	C0978639	drug
8649	C0982889	drug
8650	C1995842	drug
8651	C0113293	drug
8652	C1616754	drug
8653	C3154591	drug
8654	C0979190	drug
8655	C0008454	drug
8656	C0977506	drug
8657	C0977421	drug
8658	C3888224	drug
8659	C0978631	drug
8660	C1572583	drug
8661	C0025506	drug
8662	C0304425	drug
8663	C0976507	drug
8664	C0774363	drug
8665	C4238538	drug
8666	C1694513	drug
8667	C0776605	drug
8668	C0982099	drug
8669	C0976742	drug
8670	C0542710	drug
8671	C3709474	drug
8672	C4522648	drug
8673	C1161486	drug
8674	C0304297	drug
8675	C1168736	drug
8676	C3474023	drug
8677	C0773084	drug
8678	C0724672	drug
8679	C2683694	drug
8680	C0724709	drug
8681	C0981166	drug
8682	C0795604	drug
8683	C1962146	drug
8684	C1177071	drug
8685	C3816990	drug
8686	C0977841	drug
8687	C0304381	drug
8688	C1527027	drug
8689	C0206599	drug
8690	C0756081	drug
8691	C0981728	drug
8692	C0976044	drug
8693	C0792592	drug
8694	C1329328	drug
8695	C2369863	drug
8696	C0020933	drug
8697	C0981141	drug
8698	C0976352	drug
8699	C0705941	drug
8700	C0977142	drug
8701	C1613417	drug
8702	C0708684	drug
8703	C0775263	drug
8704	C0982179	drug
8705	C0301464	drug
8706	C0028005	drug
8707	C0980568	drug
8708	C0975683	drug
8709	C0982156	drug
8710	C0773592	drug
8711	C4051378	drug
8712	C4048451	drug
8713	C0092777	drug
8714	C4082630	drug
8715	C0974975	drug
8716	C0083381	drug
8717	C0697781	drug
8718	C2609935	drug
8719	C0937409	drug
8720	C0305062	drug
8721	C1964296	drug
8722	C0978970	drug
8723	C3692224	drug
8724	C0981311	drug
8725	C0007559	drug
8726	C0939895	drug
8727	C2719981	drug
8728	C0980429	drug
8729	C0690825	drug
8730	C0975076	drug
8731	C2711986	drug
8732	C4082866	drug
8733	C0691533	drug
8734	C1576505	drug
8735	C0691383	drug
8736	C2732099	drug
8737	C1739768	drug
8738	C4084601	drug
8739	C0974957	drug
8740	C1533539	drug
8741	C0974350	drug
8742	C1816371	drug
8743	C4324810	drug
8744	C0055463	drug
8745	C0975435	drug
8746	C1354998	drug
8747	C0979504	drug
8748	C1164214	drug
8749	C0939174	drug
8750	C1711926	drug
8751	C0071129	drug
8752	C0789290	drug
8753	C2930116	drug
8754	C2366389	drug
8755	C1961967	drug
8756	C3657270	drug
8757	C0977447	drug
8758	C0978578	drug
8759	C2683594	drug
8760	C0977439	drug
8761	C0974649	drug
8762	C2586583	drug
8763	C0981769	drug
8764	C0977947	drug
8765	C0794455	drug
8766	C4282004	drug
8767	C0085208	drug
8768	C0977844	drug
8769	C0981800	drug
8770	C0688071	drug
8771	C0123091	drug
8772	C0117339	drug
8773	C0981641	drug
8774	C0242524	drug
8775	C0687786	drug
8776	C0694372	drug
8777	C0012772	drug
8778	C0978051	drug
8779	C0358091	drug
8780	C0974578	drug
8781	C4082216	drug
8782	C0355419	drug
8783	C2683552	drug
8784	C0700499	drug
8785	C0976277	drug
8786	C0016375	drug
8787	C0795623	drug
8788	C1813175	drug
8789	C0705878	drug
8790	C0981238	drug
8791	C0786338	drug
8792	C0788926	drug
8793	C0974446	drug
8794	C0041984	drug
8795	C0690272	drug
8796	C0774251	drug
8797	C0710311	drug
8798	C2341811	drug
8799	C3503329	drug
8800	C0979274	drug
8801	C0282232	drug
8802	C0789639	drug
8803	C0977950	drug
8804	C2341965	drug
8805	C3864341	drug
8806	C0700607	drug
8807	C0980415	drug
8808	C0978566	drug
8809	C0776477	drug
8810	C0975409	drug
8811	C2917325	drug
8812	C2684247	drug
8813	C1999896	drug
8814	C0979705	drug
8815	C0355564	drug
8816	C4282061	drug
8817	C0974951	drug
8818	C1168727	drug
8819	C4019964	drug
8820	C2242336	drug
8821	C3882679	drug
8822	C0020316	drug
8823	C3887869	drug
8824	C0785584	drug
8825	C0978005	drug
8826	C3847984	drug
8827	C0689912	drug
8828	C3537186	drug
8829	C0981114	drug
8830	C0011796	drug
8831	C0688874	drug
8832	C3475377	drug
8833	C3888175	drug
8834	C0980403	drug
8835	C3857351	drug
8836	C0691131	drug
8837	C0980177	drug
8838	C0975369	drug
8839	C0773222	drug
8840	C1996431	drug
8841	C0689488	drug
8842	C0980259	drug
8843	C0073109	drug
8844	C3555020	drug
8845	C0979356	drug
8846	C4046163	drug
8847	C0979172	drug
8848	C0975385	drug
8849	C3265871	drug
8850	C0732302	drug
8851	C0165921	drug
8852	C0688856	drug
8853	C0966107	drug
8854	C4017972	drug
8855	C0980300	drug
8856	C1995613	drug
8857	C0978506	drug
8858	C2918915	drug
8859	C0974533	drug
8860	C1374998	drug
8861	C0706063	drug
8862	C0688317	drug
8863	C0596005	drug
8864	C4082780	drug
8865	C4282065	drug
8866	C0981746	drug
8867	C1740785	drug
8868	C1704136	drug
8869	C0977788	drug
8870	C0936987	drug
8871	C0780985	drug
8872	C0979242	drug
8873	C0776409	drug
8874	C1349745	drug
8875	C0980821	drug
8876	C4294578	drug
8877	C0663182	drug
8878	C0976780	drug
8879	C0072916	drug
8880	C3497728	drug
8881	C1121991	drug
8882	C0690451	drug
8883	C0690511	drug
8884	C3858018	drug
8885	C4083190	drug
8886	C0779184	drug
8887	C0815310	drug
8888	C0980299	drug
8889	C4048670	drug
8890	C2266962	drug
8891	C4042342	drug
8892	C1967857	drug
8893	C0724529	drug
8894	C0042845	drug
8895	C0795657	drug
8896	C2368834	drug
8897	C0980837	drug
8898	C0981760	drug
8899	C0781708	drug
8900	C0979656	drug
8901	C3864824	drug
8902	C0770372	drug
8903	C0025859	drug
8904	C0033511	drug
8905	C0981730	drug
8906	C2938112	drug
8907	C0978299	drug
8908	C0051241	drug
8909	C1695419	drug
8910	C1584930	drug
8911	C0054094	drug
8912	C1712033	drug
8913	C0979521	drug
8914	C0690058	drug
8915	C1877844	drug
8916	C0701918	drug
8917	C0979700	drug
8918	C1176316	drug
8919	C0001041	drug
8920	C0689527	drug
8921	C0974955	drug
8922	C0301547	drug
8923	C0688246	drug
8924	C0975708	drug
8925	C0688489	drug
8926	C0975246	drug
8927	C0701852	drug
8928	C1613973	drug
8929	C3887720	drug
8930	C0008223	drug
8931	C0978185	drug
8932	C0977663	drug
8933	C0064870	drug
8934	C0786814	drug
8935	C0296800	drug
8936	C0694211	drug
8937	C0108101	drug
8938	C4082678	drug
8939	C0687790	drug
8940	C0008174	drug
8941	C0981798	drug
8942	C0700496	drug
8943	C0674428	drug
8944	C0937362	drug
8945	C0979338	drug
8946	C0975919	drug
8947	C0688842	drug
8948	C0788742	drug
8949	C0542713	drug
8950	C0074750	drug
8951	C1178551	drug
8952	C0024730	drug
8953	C0977656	drug
8954	C3265890	drug
8955	C0015506	drug
8956	C1135132	drug
8957	C3817506	drug
8958	C1321744	drug
8959	C3204566	drug
8960	C4522644	drug
8961	C0977745	drug
8962	C2721809	drug
8963	C0546862	drug
8964	C0977061	drug
8965	C1170754	drug
8966	C1145742	drug
8967	C0770442	drug
8968	C0774349	drug
8969	C0600197	drug
8970	C0939169	drug
8971	C0982866	drug
8972	C0713455	drug
8973	C1619121	drug
8974	C2731795	drug
