index	CTD_id	UMLS_CUI	type	
6683	D009538	C0028040	chemical
6684	C102879	C0532712	chemical
6685	C061400	C0059874	chemical
6686	C008340	C0065846	chemical
6687	C091584	C0293339	chemical
6688	C008838	C0070593	chemical
6689	C481648	C1434886	chemical
6690	D019301	C0028928	chemical
6691	C025667	C0072434	chemical
6692	C487049	C1452629	chemical
6693	C086742	C0082286	chemical
6694	C572919	C3492864	chemical
6695	D013307	C0038425	chemical
6696	D065819	C0393080	chemical
6697	C034242	C0074808	chemical
6698	C109640	C0669113	chemical
6699	C028782	C0061990	chemical
6700	C009907	C0046370	chemical
6701	C476530	C1310962	chemical
6702	C044616	C0148403	chemical
6703	C120719	C0908094	chemical
6704	C098393	C1528970	chemical
6705	D008784	C0025842	chemical
6706	C090832	C0291755	chemical
6707	C055238	C0044336	chemical
6708	C045022	C0046536	chemical
6709	C014481	C0058056	chemical
6710	C071542	C0379044	chemical
6711	C018538	C0059896	chemical
6712	C116348	C0761429	chemical
6713	C476105	C1260101	chemical
6714	D016264	C0079224	chemical
6715	D003276	C0009905	chemical
6716	C085514	C0251223	chemical
6717	C107826	C0665076	chemical
6718	C046728	C0045248	chemical
6719	D018943	C0282564	chemical
6720	C047508	C1700683	chemical
6721	C069276	C0136151	chemical
6722	D019307	C0044222	chemical
6723	C030051	C0057902	chemical
6724	D010365	C0030710	chemical
6725	C092337	C0294910	chemical
6726	C504383	C1611611	chemical
6727	C087123	C1527027	chemical
6728	D002707	C0008188	chemical
6729	C489443	C1700035	chemical
6730	C058064	C0058305	chemical
6731	D005707	C0016979	chemical
6732	D014756	C0042697	chemical
6733	C415566	C0961882	chemical
6734	D054848	C1956081	chemical
6735	C007333	C0057831	chemical
6736	C065310	C0246221	chemical
6737	C122148	C0909874	chemical
6738	C479838	C1432918	chemical
6739	D011799	C0034407	chemical
6740	C073193	C0089546	chemical
6741	C004456	C0053065	chemical
6742	C511975	C1723469	chemical
6743	D013205	C0038164	chemical
6744	D009269	C0027355	chemical
6745	C561372	C3252651	chemical
6746	C014970	C0045878	chemical
6747	D005690	C0016945	chemical
6748	C008381	C0047693	chemical
6749	C402696	C0911241	chemical
6750	C553921	C2973766	chemical
6751	D017332	C0055147	chemical
6752	C006710	C0053253	chemical
6753	C068268	C0130682	chemical
6754	C037689	C0053139	chemical
6755	C102244	C0531465	chemical
6756	C007768	C0060656	chemical
6757	C037925	C0053120	chemical
6758	C103016	C0532988	chemical
6759	C085788	C0251760	chemical
6760	C574166	C3493805	chemical
6761	D005018	C0015058	chemical
6762	C029188	C0076438	chemical
6763	D002227	C0006974	chemical
6764	C529431	C2354344	chemical
6765	C021292	C0053291	chemical
6766	C107010	C0541082	chemical
6767	D000073878	C0069962	chemical
6768	D000069478	C1739826	chemical
6769	D002260	C0007047	chemical
6770	C014182	C0073983	chemical
6771	D013605	C0039185	chemical
6772	C549753	C2934283	chemical
6773	C014983	C0051692	chemical
6774	C016977	C0051542	chemical
6775	D008694	C0025611	chemical
6776	C080955	C0950855	chemical
6777	D000077362	C0387288	chemical
6778	D008774	C0025810	chemical
6779	C538773	C2714088	chemical
6780	C016340	C0069215	chemical
6781	C063776	C0084186	chemical
6782	C103231	C0533453	chemical
6783	D019817	C0053225	chemical
6784	C046878	C0060783	chemical
6785	C420120	C0964119	chemical
6786	C062897	C0639950	chemical
6787	C037351	C0075853	chemical
6788	D003496	C0010526	chemical
6789	C074153	C0167369	chemical
6790	C051594	C0055064	chemical
6791	C062916	C0072494	chemical
6792	C510621	C1722081	chemical
6793	C012843	C0055754	chemical
6794	C038867	C0113596	chemical
6795	C015240	C0061409	chemical
6796	D017639	C0051740	chemical
6797	D007741	C0022860	chemical
6798	D004281	C0012968	chemical
6799	D043169	C0534628	chemical
6800	C031066	C0016568	chemical
6801	C003257	C0072705	chemical
6802	D019287	C0078794	chemical
6803	C075765	C0170510	chemical
6804	D007216	C0021251	chemical
6805	C406592	C0913483	chemical
6806	D000947	C0003331	chemical
6807	C553674	C2974100	chemical
6808	C016665	C0070957	chemical
6809	C037473	C0068684	chemical
6810	D000443	C0001981	chemical
6811	C007028	C0055465	chemical
6812	C003922	C0051920	chemical
6813	C500926	C1698364	chemical
6814	C064976	C0083812	chemical
6815	D000077156	C1122962	chemical
6816	D008676	C0025562	chemical
6817	C549062	C2933606	chemical
6818	D004110	C0012373	chemical
6819	C026586	C0059402	chemical
6820	C054250	C0094958	chemical
6821	D019207	C0053396	chemical
6822	C005691	C0074767	chemical
6823	C481962	C1435177	chemical
6824	D043371	C0133860	chemical
6825	C542050	C2717096	chemical
6826	C084828	C0002132	chemical
6827	D001218	C0003999	chemical
6828	D000077191	C0078517	chemical
6829	C036657	C0068998	chemical
6830	D007464	C0021978	chemical
6831	C060641	C0638102	chemical
6832	C055514	C2928283	chemical
6833	C008971	C0071606	chemical
6834	D058647	C2746076	chemical
6835	C001209	C0060148	chemical
6836	C009674	C0078345	chemical
6837	D009287	C0027392	chemical
6838	D011453	C0033554	chemical
6839	C097396	C0528457	chemical
6840	D006569	C0019392	chemical
6841	C541788	C3642416	chemical
6842	C497431	C1566581	chemical
6843	C112036	C2606869	chemical
6844	C403315	C1955479	chemical
6845	C013418	C0054095	chemical
6846	C514526	C1741769	chemical
6847	C496492	C1565821	chemical
6848	D053610	C0221793	chemical
6849	C035472	C0067320	chemical
6850	D003544	C0010652	chemical
6851	D054735	C1519059	chemical
6852	D000069468	C1742884	chemical
6853	C479580	C0966063	chemical
6854	C057354	C0074046	chemical
6855	C004471	C0051231	chemical
6856	C534193	C2604423	chemical
6857	C049860	C0051691	chemical
6858	C014546	C0059849	chemical
6859	C032478	C0066854	chemical
6860	D015735	C0026088	chemical
6861	C077645	C0174207	chemical
6862	D014221	C0040864	chemical
6863	C006649	C0066332	chemical
6864	D002078	C0006493	chemical
6865	D014740	C0042646	chemical
6866	C443359	C1100440	chemical
6867	C100716	C0391537	chemical
6868	C474941	C1259115	chemical
6869	D001074	C0003640	chemical
6870	C023336	C0077172	chemical
6871	D058666	C2936789	chemical
6872	D011745	C0034294	chemical
6873	C121166	C0908707	chemical
6874	D015073	C0000248	chemical
6875	C104450	C0535968	chemical
6876	C006292	C0078537	chemical
6877	C006399	C0718030	chemical
6878	C086349	C0252899	chemical
6879	C004649	C0054672	chemical
6880	D001241	C0004057	chemical
6881	D011374	C0033308	chemical
6882	D005182	C0015540	chemical
6883	D006853	C0020264	chemical
6884	D010799	C0031789	chemical
6885	C016552	C0065644	chemical
6886	C068805	C0097101	chemical
6887	C084904	C0250032	chemical
6888	D012837	C0037134	chemical
6889	D004396	C1566391	chemical
6890	C077594	C0174128	chemical
6891	C008655	C0067113	chemical
6892	C034635	C0616274	chemical
6893	D014752	C0042684	chemical
6894	C515629	C1873155	chemical
6895	C000595148	C3853882	chemical
6896	C051019	C0105125	chemical
6897	D000992	C0003445	chemical
6898	C063747	C0640724	chemical
6899	C042852	C0937858	chemical
6900	C030265	C0217937	chemical
6901	D018750	C0099122	chemical
6902	D005449	C0016311	chemical
6903	C020771	C0066407	chemical
6904	D005345	C0016023	chemical
6905	C061133	C1567753	chemical
6906	D004964	C0014927	chemical
6907	C060285	C0064568	chemical
6908	C029764	C0052063	chemical
6909	C042829	C0071716	chemical
6910	C540688	C2715878	chemical
6911	C005959	C0045472	chemical
6912	C483321	C1436792	chemical
6913	C076903	C0936138	chemical
6914	C014579	C0606256	chemical
6915	C015970	C0065183	chemical
6916	C000596494	C4044758	chemical
6917	D002084	C0006507	chemical
6918	C092429	C0295111	chemical
6919	C518644	C1869491	chemical
6920	D004112	C0012383	chemical
6921	C075257	C0246836	chemical
6922	C056516	C0851344	chemical
6923	C028758	C0066107	chemical
6924	C475457	C1134467	chemical
6925	D011763	C0034335	chemical
6926	D011135	C0032595	chemical
6927	D000077150	C0069717	chemical
6928	D010615	C0031364	chemical
6929	C522973	C2002358	chemical
6930	D008620	C0025386	chemical
6931	C092062	C0294340	chemical
6932	D011848	C0034550	chemical
6933	C472077	C1174907	chemical
6934	C003609	C0076747	chemical
6935	C540165	C2715368	chemical
6936	C047727	C0626347	chemical
6937	C032114	C0072171	chemical
6938	C525131	C2001469	chemical
6939	D000077551	C1120386	chemical
6940	D019793	C0060520	chemical
6941	C077882	C0174676	chemical
6942	D005999	C0017903	chemical
6943	C102563	C0761414	chemical
6944	C048849	C0062212	chemical
6945	C089595	C0259656	chemical
6946	D005641	C0016778	chemical
6947	C069295	C0113703	chemical
6948	C475284	C1259393	chemical
6949	D006919	C0020404	chemical
6950	C523965	C2003126	chemical
6951	D001549	C0005029	chemical
6952	C430591	C0967649	chemical
6953	C028255	C0072165	chemical
6954	C030698	C0046304	chemical
6955	C541867	C2716915	chemical
6956	D014299	C0041056	chemical
6957	C016805	C0077278	chemical
6958	D004144	C0012497	chemical
6959	C097963	C4508835	chemical
6960	D002762	C0008318	chemical
6961	C115521	C0759698	chemical
6962	C011188	C0604695	chemical
6963	D000069447	C1306772	chemical
6964	D009288	C0027396	chemical
6965	C010643	C0099224	chemical
6966	C069677	C0126537	chemical
6967	C010473	C0063779	chemical
6968	D008627	C0025417	chemical
6969	D014212	C0040845	chemical
6970	C001495	C0053076	chemical
6971	C081654	C0217110	chemical
6972	C084829	C0001521	chemical
6973	D000928	C0003289	chemical
6974	C479222	C1313495	chemical
6975	D000643	C0002615	chemical
6976	D003524	C0010594	chemical
6977	D009388	C0027679	chemical
6978	C001329	C0062169	chemical
6979	D010705	C0031591	chemical
6980	C038844	C0044553	chemical
6981	C017309	C0060128	chemical
6982	C004479	C0282774	chemical
6983	D002174	C0006834	chemical
6984	C031324	C0077289	chemical
6985	C462299	C1138235	chemical
6986	C108123	C0665709	chemical
6987	C014486	C0063103	chemical
6988	C069015	C0131190	chemical
6989	C069037	C0645970	chemical
6990	C010302	C0525165	chemical
6991	D002244	C0007009	chemical
6992	C113337	C0755029	chemical
6993	C057710	C0245519	chemical
6994	D003548	C0010665	chemical
6995	C108761	C0667144	chemical
6996	D009529	C0028005	chemical
6997	D002635	C0008024	chemical
6998	D007505	C0022092	chemical
6999	C058254	C0074493	chemical
7000	D000077483	C0249458	chemical
7001	C068663	C2930498	chemical
7002	C409063	C0914731	chemical
7003	C030686	C0050423	chemical
7004	D000447	C0001992	chemical
7005	C084773	C0080352	chemical
7006	D013413	C0038679	chemical
7007	C004867	C0602102	chemical
7008	C046650	C0256089	chemical
7009	C093371	C0297109	chemical
7010	C045950	C0072177	chemical
7011	C087058	C0254362	chemical
7012	C005958	C0069964	chemical
7013	D011741	C0034287	chemical
7014	C542518	C2717487	chemical
7015	C035916	C0058425	chemical
7016	C482862	C1436161	chemical
7017	C007210	C0048220	chemical
7018	D008655	C0025503	chemical
7019	C031942	C0048470	chemical
7020	D019308	C0030234	chemical
7021	C080598	C0215087	chemical
7022	D000448	C0001994	chemical
7023	C568258	C3253068	chemical
7024	D012102	C0035155	chemical
7025	C504960	C1614463	chemical
7026	D013722	C0039534	chemical
7027	C100227	C0076790	chemical
7028	C523455	C2002716	chemical
7029	D015313	C0007555	chemical
7030	D015377	C0008777	chemical
7031	C446602	C1120168	chemical
7032	C047948	C0043675	chemical
7033	C031179	C0060056	chemical
7034	C432684	C0968612	chemical
7035	D020355	C0086003	chemical
7036	C514327	C1738908	chemical
7037	C007734	C0060501	chemical
7038	C067744	C0131126	chemical
7039	D009254	C0027324	chemical
7040	D009762	C0028746	chemical
7041	C053355	C0245179	chemical
7042	D025101	C0087162	chemical
7043	C407426	C0913947	chemical
7044	C495910	C1565316	chemical
7045	C511794	C1723285	chemical
7046	C030298	C0065583	chemical
7047	D001569	C0005064	chemical
7048	C552428	C2830183	chemical
7049	D006143	C0018312	chemical
7050	D001285	C0004259	chemical
7051	C105050	C0537147	chemical
7052	C040438	C0048569	chemical
7053	D008559	C0025242	chemical
7054	D006879	C0020316	chemical
7055	C433446	C0968934	chemical
7056	C012484	C0070684	chemical
7057	C038405	C0068883	chemical
7058	C042216	C0164145	chemical
7059	C021313	C0066326	chemical
7060	C014672	C0068138	chemical
7061	C417087	C0971230	chemical
7062	D016210	C0079829	chemical
7063	C022071	C0078155	chemical
7064	C005399	C0070538	chemical
7065	C070055	C0091291	chemical
7066	D005650	C0016801	chemical
7067	C507057	C1698934	chemical
7068	C403535	C0911775	chemical
7069	C531150	C2604824	chemical
7070	D009183	C0026955	chemical
7071	D013976	C3179399	chemical
7072	D004232	C0012798	chemical
7073	D011299	C0033059	chemical
7074	C034078	C0056635	chemical
7075	D012968	C0015121	chemical
7076	C004541	C0053622	chemical
7077	C517880	C1871155	chemical
7078	D012406	C0035890	chemical
7079	D009536	C0028027	chemical
7080	D013308	C0038427	chemical
7081	C055502	C0046106	chemical
7082	C030809	C1827410	chemical
7083	D006820	C0020196	chemical
7084	C014544	C0098350	chemical
7085	C036405	C0063284	chemical
7086	D063065	C2599894	chemical
7087	C078927	C0211939	chemical
7088	C054290	C0064505	chemical
7089	C107087	C0541214	chemical
7090	C070595	C0130240	chemical
7091	C559147	C2980094	chemical
7092	C043377	C0050450	chemical
7093	C094012	C0298420	chemical
7094	C068333	C0645278	chemical
7095	C009244	C0074386	chemical
7096	C081767	C0659597	chemical
7097	C003142	C0071037	chemical
7098	C018866	C0054996	chemical
7099	D017135	C0057558	chemical
7100	C539348	C2714628	chemical
7101	D004949	C0014892	chemical
7102	C524865	C2001856	chemical
7103	C013785	C0283073	chemical
7104	D009554	C0028095	chemical
7105	C528105	C2352943	chemical
7106	D000077276	C0065331	chemical
7107	D012395	C0035857	chemical
7108	C002752	C0069006	chemical
7109	C050504	C0076652	chemical
7110	C062458	C0378456	chemical
7111	D017367	C0162758	chemical
7112	C106996	C0541053	chemical
7113	D000068736	C1505020	chemical
7114	D003911	C0011806	chemical
7115	D000068838	C1962523	chemical
7116	C013592	C0065654	chemical
7117	D000082	C0000970	chemical
7118	C008527	C0066532	chemical
7119	C007484	C2741770	chemical
7120	C026385	C0068008	chemical
7121	C079694	C0213389	chemical
7122	C084485	C0662694	chemical
7123	C521339	C1958643	chemical
7124	D019311	C0075193	chemical
7125	D007369	C0021742	chemical
7126	C039961	C0073791	chemical
7127	C487637	C1453642	chemical
7128	D001623	C0005308	chemical
7129	D011073	C0032433	chemical
7130	C552258	C2975984	chemical
7131	C067172	C0085066	chemical
7132	D000967	C0003383	chemical
7133	D017835	C0068483	chemical
7134	D047071	C1134651	chemical
7135	C015660	C0243464	chemical
7136	D012256	C0035527	chemical
7137	C570842	C3490934	chemical
7138	D015112	C0000511	chemical
7139	C029658	C0072186	chemical
7140	C524733	C3489695	chemical
7141	C550006	C2934527	chemical
7142	D010621	C0031379	chemical
7143	C035909	C0284471	chemical
7144	C004692	C0056270	chemical
7145	C534602	C2607470	chemical
7146	C027429	C0078168	chemical
7147	C039667	C0054092	chemical
7148	C012976	C0060493	chemical
7149	D012176	C0035339	chemical
7150	C059835	C0076728	chemical
7151	C020980	C0053580	chemical
7152	C111601	C0673477	chemical
7153	D002719	C0008221	chemical
7154	D015765	C0002164	chemical
7155	C007586	C0059045	chemical
7156	D013409	C0038670	chemical
7157	C515676	C1869659	chemical
7158	C004532	C1096793	chemical
7159	D012503	C0036189	chemical
7160	C012177	C0045883	chemical
7161	C539585	C2714852	chemical
7162	C050609	C0051516	chemical
7163	C023764	C0077069	chemical
7164	C495817	C1328106	chemical
7165	D002991	C0008996	chemical
7166	C037500	C0065739	chemical
7167	D002709	C0008195	chemical
7168	C033705	C0049964	chemical
7169	C024336	C0044596	chemical
7170	C062889	C0526510	chemical
7171	D002220	C0006949	chemical
7172	C057940	C0077385	chemical
7173	D004984	C0014987	chemical
7174	C119203	C0767550	chemical
7175	C053267	C0108938	chemical
7176	C057491	C0046243	chemical
7177	C073734	C0166524	chemical
7178	C003402	C0048897	chemical
7179	C106389	C0966107	chemical
7180	C557933	C3181002	chemical
7181	C050815	C0070656	chemical
7182	C004605	C0054235	chemical
7183	C018381	C0074007	chemical
7184	D061965	C1513016	chemical
7185	C475178	C1259312	chemical
7186	C070609	C0115739	chemical
7187	C401859	C1707080	chemical
7188	D008469	C0025042	chemical
7189	D002070	C0006470	chemical
7190	C036466	C0051917	chemical
7191	D003374	C0010207	chemical
7192	C032896	C0065952	chemical
7193	D014303	C0041070	chemical
7194	D000077423	C0071330	chemical
7195	C046839	C0043741	chemical
7196	C104334	C0535734	chemical
7197	C067192	C0082966	chemical
7198	D014308	C0041088	chemical
7199	D000077489	C0031957	chemical
7200	C097004	C0384391	chemical
7201	C031462	C0076732	chemical
7202	C023599	C0075160	chemical
7203	C056068	C0076379	chemical
7204	D000077334	C0078839	chemical
7205	D064704	C0282386	chemical
7206	C031517	C0069393	chemical
7207	C035954	C0617122	chemical
7208	C084615	C0001937	chemical
7209	D013843	C0039858	chemical
7210	C057058	C0053064	chemical
7211	C015024	C0053302	chemical
7212	D001084	C0003674	chemical
7213	D001067	C0003620	chemical
7214	C049073	C0058765	chemical
7215	D000968	C0003387	chemical
7216	C005961	C0106497	chemical
7217	C063471	C0084115	chemical
7218	C544130	C2742361	chemical
7219	C027423	C0052389	chemical
7220	D001371	C1455833	chemical
7221	C010134	C0058718	chemical
7222	D000889	C0003195	chemical
7223	D016700	C0085251	chemical
7224	C573121	C3493021	chemical
7225	D010226	C0030398	chemical
7226	D013565	C0039051	chemical
7227	C037162	C0056631	chemical
7228	D005372	C0016095	chemical
7229	D007479	C0022026	chemical
7230	C106783	C0540623	chemical
7231	C518327	C0282164	chemical
7232	D011078	C0032447	chemical
7233	C078742	C0211574	chemical
7234	C514328	C1743881	chemical
7235	D004958	C0014912	chemical
7236	C058028	C0123418	chemical
7237	D005484	C0016383	chemical
7238	D002218	C0006947	chemical
7239	C004646	C0602078	chemical
7240	C064788	C0641845	chemical
7241	D003898	C0011705	chemical
7242	C033343	C0059699	chemical
7243	C518915	C1871981	chemical
7244	C001195	C0048265	chemical
7245	C400541	C0910208	chemical
7246	C118739	C2743752	chemical
7247	C036077	C0028144	chemical
7248	C032794	C0060177	chemical
7249	C561238	C3254380	chemical
7250	D002085	C0006514	chemical
7251	C010650	C0072943	chemical
7252	D010693	C0031560	chemical
7253	D001152	C0003819	chemical
7254	C453475	C1122855	chemical
7255	C489151	C1505972	chemical
7256	C447119	C2346970	chemical
7257	D011804	C0034424	chemical
7258	C072030	C0094381	chemical
7259	C003636	C0077027	chemical
7260	C015476	C0950345	chemical
7261	D016049	C0012133	chemical
7262	D008055	C0023779	chemical
7263	C026423	C0611110	chemical
7264	C034286	C0053950	chemical
7265	C527346	C2352184	chemical
7266	C017558	C0068690	chemical
7267	C061545	C0638506	chemical
7268	C056510	C0046221	chemical
7269	C535211	C2713935	chemical
7270	C071362	C0139560	chemical
7271	C073327	C0650244	chemical
7272	C013649	C0071230	chemical
7273	C494474	C0136082	chemical
7274	D007155	C0021054	chemical
7275	C103477	C0533945	chemical
7276	D004137	C0012460	chemical
7277	C501996	C1570876	chemical
7278	C452424	C1121850	chemical
7279	C430592	C1135132	chemical
7280	C013569	C0047494	chemical
7281	D052179	C1567994	chemical
7282	C052549	C0072970	chemical
7283	C471183	C1134444	chemical
7284	C515055	C1872686	chemical
7285	C066096	C0082062	chemical
7286	C053671	C0631784	chemical
7287	D002713	C0008209	chemical
7288	C070417	C0148782	chemical
7289	D000981	C0003416	chemical
7290	C018509	C0044467	chemical
7291	C026718	C0071002	chemical
7292	C016122	C0054976	chemical
7293	D054872	C1956095	chemical
7294	C013983	C0059752	chemical
7295	C067506	C0080507	chemical
7296	C089586	C0380290	chemical
7297	C106479	C0540024	chemical
7298	C037666	C0063725	chemical
7299	C080580	C0215051	chemical
7300	D010426	C0030888	chemical
7301	C000591895	C3885363	chemical
7302	D004049	C0012191	chemical
7303	C483909	C1450533	chemical
7304	C501053	C1569889	chemical
7305	C050474	C0055968	chemical
7306	D015117	C0000546	chemical
7307	D000635	C0002589	chemical
7308	C061121	C0165479	chemical
7309	D005984	C0017845	chemical
7310	C416545	C0962333	chemical
7311	C112106	C0674569	chemical
7312	D011219	C0032899	chemical
7313	C045340	C0058679	chemical
7314	C108607	C0907500	chemical
7315	C013996	C0046130	chemical
7316	C519696	C1956969	chemical
7317	C022913	C0078715	chemical
7318	C568441	C3253033	chemical
7319	C417062	C0972262	chemical
7320	D002482	C0007648	chemical
7321	C568740	C3252265	chemical
7322	C016627	C0069362	chemical
7323	C102280	C0531544	chemical
7324	C024352	C0059985	chemical
7325	D004397	C0013345	chemical
7326	D006594	C0019476	chemical
7327	C050386	C0044430	chemical
7328	C540317	C2715508	chemical
7329	C084574	C0905986	chemical
7330	C042316	C0621995	chemical
7331	D020008	C0288165	chemical
7332	C075975	C0170917	chemical
7333	D013866	C0039902	chemical
7334	C030950	C1142714	chemical
7335	D003620	C0010976	chemical
7336	D008614	C0025376	chemical
7337	C080460	C0214827	chemical
7338	D009566	C0028125	chemical
7339	C034935	C0045212	chemical
7340	C031294	C0244167	chemical
7341	C057923	C0165161	chemical
7342	C507130	C1679847	chemical
7343	D001533	C0004954	chemical
7344	D003609	C0010934	chemical
7345	D004151	C0012512	chemical
7346	C029617	C0059772	chemical
7347	D000077725	C0250480	chemical
7348	C017461	C0064719	chemical
7349	C420084	C0964100	chemical
7350	D000654	C0002640	chemical
7351	D019266	C0376520	chemical
7352	C000661	C0054220	chemical
7353	C425305	C0965931	chemical
7354	D000069559	C0126177	chemical
7355	C541923	C2716967	chemical
7356	C069074	C0646004	chemical
7357	D018757	C0242976	chemical
7358	C062735	C0378466	chemical
7359	C018266	C0057904	chemical
7360	C013938	C0048906	chemical
7361	C011269	C0045574	chemical
7362	C052658	C0208605	chemical
7363	D003915	C0011816	chemical
7364	C008514	C0066447	chemical
7365	C041181	C0621111	chemical
7366	C561038	C3254392	chemical
7367	C533760	C2606157	chemical
7368	D000872	C0003161	chemical
7369	C066382	C0084908	chemical
7370	C102326	C0531640	chemical
7371	C026911	C0064278	chemical
7372	D018681	C0017302	chemical
7373	C013698	C0075785	chemical
7374	C505980	C1682358	chemical
7375	D002045	C0006400	chemical
7376	D001726	C0005632	chemical
7377	C559869	C3177887	chemical
7378	C077194	C0173325	chemical
7379	D008277	C0024477	chemical
7380	C036496	C0067474	chemical
7381	C036116	C0057522	chemical
7382	D004295	C0013023	chemical
7383	C048855	C0054922	chemical
7384	D017500	C0101583	chemical
7385	C085527	C0251243	chemical
7386	D014403	C0041345	chemical
7387	D017291	C0055856	chemical
7388	C012950	C0058518	chemical
7389	C009732	C0054257	chemical
7390	C483604	C2713559	chemical
7391	D014502	C0041929	chemical
7392	C014919	C0097147	chemical
7393	C442169	C1099947	chemical
7394	C024353	C0073081	chemical
7395	C080871	C0215583	chemical
7396	D012905	C0037365	chemical
7397	C098009	C0386546	chemical
7398	D019319	C0069389	chemical
7399	D018817	C0115471	chemical
7400	C001277	C0061179	chemical
7401	D010394	C0030812	chemical
7402	C012928	C0047373	chemical
7403	C024221	C0054199	chemical
7404	D011806	C0034426	chemical
7405	C495818	C1565237	chemical
7406	C088860	C0258113	chemical
7407	C010262	C0068994	chemical
7408	C044267	C0060191	chemical
7409	D017975	C0206450	chemical
7410	D010567	C0031237	chemical
7411	C010480	C0065254	chemical
7412	C061298	C0076835	chemical
7413	C100231	C0052757	chemical
7414	C012351	C0063000	chemical
7415	D002791	C0008395	chemical
7416	C084175	C0527922	chemical
7417	D014667	C0042413	chemical
7418	D013134	C0037956	chemical
7419	C057222	C0068486	chemical
7420	C512542	C0730920	chemical
7421	C010117	C0058144	chemical
7422	D000077868	C0935914	chemical
7423	C107773	C0664965	chemical
7424	C528863	C2353748	chemical
7425	C013672	C0073363	chemical
7426	C047981	C0052350	chemical
7427	C435583	C1097351	chemical
7428	D005912	C0017641	chemical
7429	C003223	C0072196	chemical
7430	D018727	C0003385	chemical
7431	C400294	C0910114	chemical
7432	C508970	C1700463	chemical
7433	C033273	C0061246	chemical
7434	D012642	C0036579	chemical
7435	C048491	C0107496	chemical
7436	D003375	C0010209	chemical
7437	D009268	C0027353	chemical
7438	C019112	C0076748	chemical
7439	C111148	C0672514	chemical
7440	C520284	C1957557	chemical
7441	C007020	C0055435	chemical
7442	D000588	C0002508	chemical
7443	C008743	C0069809	chemical
7444	C009709	C0950262	chemical
7445	C011015	C0065353	chemical
7446	C517295	C1873316	chemical
7447	D003473	C0010464	chemical
7448	D000617	C0002556	chemical
7449	C586072	C3712024	chemical
7450	C000625880	C4548683	chemical
7451	D002512	C0007735	chemical
7452	D000077770	C0046948	chemical
7453	C033146	C0044415	chemical
7454	D000069056	C2697950	chemical
7455	C055869	C0045598	chemical
7456	C084711	C0249681	chemical
7457	C007858	C0061450	chemical
7458	D018170	C0075632	chemical
7459	C505014	C1612261	chemical
7460	C097008	C0384397	chemical
7461	C560402	C3178279	chemical
7462	C031480	C0050011	chemical
7463	C078326	C0210753	chemical
7464	C568376	C3252729	chemical
7465	C087223	C0254703	chemical
7466	D002733	C0008257	chemical
7467	C082430	C0218633	chemical
7468	C075391	C0652462	chemical
7469	C078255	C0210602	chemical
7470	C087283	C0254824	chemical
7471	C081222	C0216231	chemical
7472	C017963	C0078262	chemical
7473	D012721	C0036860	chemical
7474	D000077341	C1506770	chemical
7475	C508827	C0000973	chemical
7476	D010113	C0030078	chemical
7477	D004121	C0012403	chemical
7478	C005020	C0060624	chemical
7479	D003561	C0010711	chemical
7480	D009267	C0027350	chemical
7481	C495172	C1531107	chemical
7482	C071275	C0142403	chemical
7483	C116890	C1135174	chemical
7484	C005586	C0072665	chemical
7485	C416282	C0962192	chemical
7486	C011864	C0049910	chemical
7487	D004998	C0015018	chemical
7488	C003949	C0063235	chemical
7489	C104416	C0535906	chemical
7490	C107676	C0664750	chemical
7491	C469937	C1173132	chemical
7492	C498045	C1566967	chemical
7493	C500810	C1569570	chemical
7494	C561234	C3254376	chemical
7495	D012839	C0037136	chemical
7496	C004609	C0206810	chemical
7497	C027361	C0047435	chemical
7498	C520571	C1957846	chemical
7499	C072763	C0104797	chemical
7500	D012974	C0037521	chemical
7501	D005665	C0016860	chemical
7502	D018089	C0206527	chemical
7503	D003701	C0011228	chemical
7504	D008742	C0025708	chemical
7505	C081981	C0753753	chemical
7506	C432747	C1317966	chemical
7507	D013331	C0202474	chemical
7508	C022175	C0051721	chemical
7509	C520233	C1957519	chemical
7510	C115254	C0759148	chemical
7511	C038981	C0068377	chemical
7512	C582670	C3640218	chemical
7513	D008455	C1306149	chemical
7514	C023710	C0050365	chemical
7515	C028289	C0044037	chemical
7516	C005830	C0077025	chemical
7517	D010620	C0031376	chemical
7518	D019818	C0055860	chemical
7519	C004726	C0046078	chemical
7520	D010479	C0031007	chemical
7521	C024980	C0046200	chemical
7522	C055613	C0139497	chemical
7523	C011126	C0076289	chemical
7524	D015725	C0016277	chemical
7525	D004280	C0012963	chemical
7526	C110481	C0671030	chemical
7527	C005179	C0066451	chemical
7528	C055821	C0633645	chemical
7529	D000735	C0002860	chemical
7530	D008727	C0025677	chemical
7531	C524716	C2000335	chemical
7532	C516667	C1831796	chemical
7533	C084599	C0009073	chemical
7534	C007527	C0058410	chemical
7535	D000991	C0003440	chemical
7536	D037342	C0020731	chemical
7537	C062866	C0076092	chemical
7538	C092716	C0295746	chemical
7539	C534342	C2604206	chemical
7540	C497286	C1566460	chemical
7541	C033968	C0051162	chemical
7542	D004533	C0013714	chemical
7543	C000121	C0071120	chemical
7544	D018680	C0242897	chemical
7545	C087939	C0256181	chemical
7546	D011691	C0034145	chemical
7547	D008690	C0025603	chemical
7548	C004821	C0066950	chemical
7549	C521105	C1958390	chemical
7550	C051942	C0080483	chemical
7551	C054718	C0070177	chemical
7552	D000636	C0002591	chemical
7553	D003994	C0012054	chemical
7554	C003377	C0075861	chemical
